full_path,question,answer
/kaggle/input/vrmini2/abo-images-small/images/small/1d/1dce42da.jpg,What is the primary material of this fitted sheet?,Microfiber
/kaggle/input/vrmini2/abo-images-small/images/small/57/577afe78.jpg,What color is the suitcase?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/d8/d8959dbf.jpg,How many binders are shown in the image?,One
/kaggle/input/vrmini2/abo-images-small/images/small/89/897aaf84.jpg,Brand?,AmazonBasics
/kaggle/input/vrmini2/abo-images-small/images/small/1b/1bd2c2d5.jpg,What is the dominant color of the sandal?,Pink
/kaggle/input/vrmini2/abo-images-small/images/small/2e/2ec76c2a.jpg,What is the primary function of this product?,Laundry
/kaggle/input/vrmini2/abo-images-small/images/small/90/90a20fdb.jpg,"Based on the image and metadata, what is the style of these Bourge shoes?",Slippers
/kaggle/input/vrmini2/abo-images-small/images/small/70/703ba09b.jpg,What pattern is depicted on the phone case?,Brick
/kaggle/input/vrmini2/abo-images-small/images/small/70/7048f9f2.jpg,What is the style of the heel on these slippers?,Flats
/kaggle/input/vrmini2/abo-images-small/images/small/6d/6dd4c0f1.jpg,What phone model is this case designed for?,Realme
/kaggle/input/vrmini2/abo-images-small/images/small/c5/c576fb3e.jpg,"Given the metadata, what is the weight of the product in pounds?",0.11
/kaggle/input/vrmini2/abo-images-small/images/small/59/59a12a0c.jpg,What material appears to be used for the padfolio's exterior?,Leatherette
/kaggle/input/vrmini2/abo-images-small/images/small/7b/7b215735.jpg,What is the heel type of this shoe?,Block
/kaggle/input/vrmini2/abo-images-small/images/small/a0/a0c560b9.jpg,What is the product's scent?,Lemon
/kaggle/input/vrmini2/abo-images-small/images/small/ae/ae7be240.jpg,What is the primary color scheme of the case design?,Green
/kaggle/input/vrmini2/abo-images-small/images/small/85/85e10621.jpg,What is the primary material of the shoe's outer layer?,PU
/kaggle/input/vrmini2/abo-images-small/images/small/23/234b5207.jpg,What material is the case made of?,Silicon
/kaggle/input/vrmini2/abo-images-small/images/small/13/1320123c.jpg,Is the handle of the umbrella straight or curved?,Straight
/kaggle/input/vrmini2/abo-images-small/images/small/df/df48fb2b.jpg,"Given the image and metadata, what is the phone model compatibility?",Micromax
/kaggle/input/vrmini2/abo-images-small/images/small/00/0046bb8d.jpg,Is the pan dishwasher safe?,No
/kaggle/input/vrmini2/abo-images-small/images/small/ad/adc369f8.jpg,How many wheels does this suitcase have?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/2f/2f5e840c.jpg,What is the color of the find. brand boots?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/8b/8b4e833d.jpg,"Based on the image and ""multi-colored"" metadata, what best describes the case's color scheme?",Orange
/kaggle/input/vrmini2/abo-images-small/images/small/d7/d76854e7.jpg,What is the dominant color of the bedding set?,Purple
/kaggle/input/vrmini2/abo-images-small/images/small/17/172075af.jpg,What color is the predominant background of the phone case?,Yellow
/kaggle/input/vrmini2/abo-images-small/images/small/32/32addbf3.jpg,What phone model is this case designed for?,Tecno
/kaggle/input/vrmini2/abo-images-small/images/small/74/74b20110.jpg,What material is the case made of?,Silicone
/kaggle/input/vrmini2/abo-images-small/images/small/49/49f4be7d.jpg,Is the upper material of the shoe leather?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/43/430509f3.jpg,"Considering the metadata and image, what is the intended use of these gloves?",Work
/kaggle/input/vrmini2/abo-images-small/images/small/65/6505480b.jpg,What is the primary design feature of this phone case?,Abstract
/kaggle/input/vrmini2/abo-images-small/images/small/79/7918978a.jpg,What is depicted on the back of the phone case?,Gamepad
/kaggle/input/vrmini2/abo-images-small/images/small/f7/f730daed.jpg,"Based on the metadata, how many people can comfortably sit at this table?",Six
/kaggle/input/vrmini2/abo-images-small/images/small/0c/0cc74fc9.jpg,What phone model is this case designed for?,LGQ7
/kaggle/input/vrmini2/abo-images-small/images/small/af/af5a48d9.jpg,What type of material is this phone case made of?,Hard
/kaggle/input/vrmini2/abo-images-small/images/small/e3/e37f4968.jpg,What is the depicted scene on the phone case?,Sunset
/kaggle/input/vrmini2/abo-images-small/images/small/22/2246c2c0.jpg,What type of fish is featured in this meal kit?,Tilapia
/kaggle/input/vrmini2/abo-images-small/images/small/0d/0dab1232.jpg,What material is the phone case made of?,Silicone
/kaggle/input/vrmini2/abo-images-small/images/small/3b/3b637a5f.jpg,Is the pedal designed for use with acoustic or electronic keyboards?,Electronic
/kaggle/input/vrmini2/abo-images-small/images/small/77/7794585a.jpg,"Based on the description, what material is this phone case made of?",Canvas
/kaggle/input/vrmini2/abo-images-small/images/small/86/86f0803d.jpg,What color is the planter?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/28/282b2088.jpg,What type of tea is shown in the image?,Hibiscus
/kaggle/input/vrmini2/abo-images-small/images/small/67/673e04a5.jpg,Does the phone case appear to have any additional features besides protection?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/55/55d33cc7.jpg,How many colors are predominantly used in the design?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/4e/4e2bcba5.jpg,What is the primary function of this product?,Cleaning
/kaggle/input/vrmini2/abo-images-small/images/small/86/86b4c6ef.jpg,Is this phone case compatible with a Xiaomi Redmi Note 4?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/b6/b6f1123b.jpg,"Given the image and metadata, what is the primary design element of this phone case?",Pisces
/kaggle/input/vrmini2/abo-images-small/images/small/ed/ed0e522d.jpg,Where is the Movian Knight storage bench manufactured?,France
/kaggle/input/vrmini2/abo-images-small/images/small/50/507fbbe6.jpg,"Considering the image and metadata, what is the primary design feature of this phone case?",Shoes
/kaggle/input/vrmini2/abo-images-small/images/small/d7/d7904c2d.jpg,How many distinct sections are visible in the quilted design of the topper?,Many
/kaggle/input/vrmini2/abo-images-small/images/small/20/20c1319c.jpg,"Based on the image and product description, what type of material is this phone case made of?",Hard
/kaggle/input/vrmini2/abo-images-small/images/small/03/0373ad54.jpg,What color is the woman's dress on the phone case?,Green
/kaggle/input/vrmini2/abo-images-small/images/small/91/915c0a89.jpg,What color is the sandal?,Beige
/kaggle/input/vrmini2/abo-images-small/images/small/d4/d4f0f9af.jpg,What is the rug's overall style?,Scandinavian
/kaggle/input/vrmini2/abo-images-small/images/small/bb/bbdc79ac.jpg,What is the primary color of the shoe shown?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/c9/c9146fda.jpg,How many earrings are shown in the image?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/00/0046bb8d.jpg,What is the pan's diameter (in cm)?,27
/kaggle/input/vrmini2/abo-images-small/images/small/88/8894eb28.jpg,"Given the image and metadata, what is a key feature of the bottom shelf?",Rattan
/kaggle/input/vrmini2/abo-images-small/images/small/24/241ffdd0.jpg,"Based on the metadata, what is the approximate weight of this mattress in pounds?",59
/kaggle/input/vrmini2/abo-images-small/images/small/aa/aa433150.jpg,Is this phone case designed for a Samsung Galaxy M31?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/f5/f5190908.jpg,What character is depicted on the phone case?,Skull
/kaggle/input/vrmini2/abo-images-small/images/small/1c/1c594498.jpg,What material are the legs constructed from?,Wood
/kaggle/input/vrmini2/abo-images-small/images/small/a9/a903b527.jpg,What is the primary material of the case?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/d0/d034781c.jpg,What is the dominant color scheme of the case design?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/1b/1be2e63b.jpg,What is the total number of stones in the ring?,Seven
/kaggle/input/vrmini2/abo-images-small/images/small/ac/acff6442.jpg,What is the primary color of the vacuum cleaner?,Grey
/kaggle/input/vrmini2/abo-images-small/images/small/03/030125e8.jpg,Is this phone case compatible with a Samsung Galaxy M31?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/6b/6b22a2c5.jpg,How many main colors are used in the design of this phone case?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/8b/8bf51649.jpg,What color is the background of the phone case?,Yellow
/kaggle/input/vrmini2/abo-images-small/images/small/a5/a5ff06d2.jpg,What's the case's material?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/ec/ecb3a1fb.jpg,What is the finish of the AmazonBasics Euro Bar Cabinet Handle?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/b7/b7903f5b.jpg,What phone model is this case designed for?,Oppo
/kaggle/input/vrmini2/abo-images-small/images/small/a7/a7a7af33.jpg,What is the spool's color?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/4a/4a607dd8.jpg,How many suction cups are used to hold the shelf?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/5b/5b0bfbc1.jpg,"Given the metadata's ""HOME"" product type and the image, where would this likely be displayed?",Wall
/kaggle/input/vrmini2/abo-images-small/images/small/7e/7e9f19f2.jpg,"Based on the image and metadata, what is the phone model compatibility?",LGStylus2
/kaggle/input/vrmini2/abo-images-small/images/small/2f/2f0b38a8.jpg,What colors are predominantly featured in the phone case design?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/c7/c7d1eff6.jpg,"Based on the provided metadata, what is the dominant color of the sectional?",Navy
/kaggle/input/vrmini2/abo-images-small/images/small/93/938974c7.jpg,Is the phone case described as slim?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/14/14fdfbce.jpg,What is the case's material?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/b8/b838edb9.jpg,What phone model is this case designed for?,Coolpad
/kaggle/input/vrmini2/abo-images-small/images/small/a2/a217d100.jpg,What material is the phone case primarily made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/ed/edb1d785.jpg,What material is the tie made from?,Silk
/kaggle/input/vrmini2/abo-images-small/images/small/10/10ed510e.jpg,"Considering the image and ""cooling"" in the item name, what is the primary function of this product?",Cooling
/kaggle/input/vrmini2/abo-images-small/images/small/53/53e5c172.jpg,What is the primary function of this product?,Travel
/kaggle/input/vrmini2/abo-images-small/images/small/73/73ad216c.jpg,What is the weight of the package?,500g
/kaggle/input/vrmini2/abo-images-small/images/small/34/34d22a19.jpg,What fruit is depicted on the phone case?,Pineapple
/kaggle/input/vrmini2/abo-images-small/images/small/ce/cec835d8.jpg,Does the case appear to have a handle for easy carrying?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/8f/8f19da06.jpg,What type of closure do these sneakers have?,Lace-up
/kaggle/input/vrmini2/abo-images-small/images/small/79/79e550c0.jpg,What is the shape of the glass shade on the wall sconce?,Sphere
/kaggle/input/vrmini2/abo-images-small/images/small/5b/5be8e99f.jpg,What is the product's color?,Bronze
/kaggle/input/vrmini2/abo-images-small/images/small/4b/4bf372cb.jpg,"Based on the provided node information, what is the target customer demographic?",Men
/kaggle/input/vrmini2/abo-images-small/images/small/58/58eacce8.jpg,What letter is prominently displayed on the phone case?,I
/kaggle/input/vrmini2/abo-images-small/images/small/1e/1e9185b4.jpg,How many USB ports does this hub offer?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/30/3073fdbe.jpg,Color?,Beige
/kaggle/input/vrmini2/abo-images-small/images/small/b7/b7903f5b.jpg,What is the dominant color scheme of the case design?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/93/9304eb5c.jpg,What material is the case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/c1/c1bd9363.jpg,What material is used in its construction?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/99/99d14e05.jpg,What is the brand of the shoe?,Find.
/kaggle/input/vrmini2/abo-images-small/images/small/b7/b710b03d.jpg,Where was the bowl made?,Italy
/kaggle/input/vrmini2/abo-images-small/images/small/d4/d4f0f9af.jpg,What is the dominant color of the rug?,Blue
/kaggle/input/vrmini2/abo-images-small/images/small/83/8363e2a2.jpg,"Given the image and ""no warranty"" metadata, what is the perceived product value?",Budget
/kaggle/input/vrmini2/abo-images-small/images/small/a9/a99adf5b.jpg,What is the bulb's shape?,BR30
/kaggle/input/vrmini2/abo-images-small/images/small/69/69177e87.jpg,How many spatulas are included in the set?,Three
/kaggle/input/vrmini2/abo-images-small/images/small/c7/c7cc0dac.jpg,What is the overall style of the desk?,Rustic
/kaggle/input/vrmini2/abo-images-small/images/small/25/25b02df2.jpg,Is this phone case designed for an iPhone XS Max?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/e3/e3ddc121.jpg,What animal is depicted on the phone case?,Pandas
/kaggle/input/vrmini2/abo-images-small/images/small/57/57a52de7.jpg,What is the primary color of the border of this wool rug?,Red
/kaggle/input/vrmini2/abo-images-small/images/small/9b/9b6e0cba.jpg,What material is the outer sole?,PU
/kaggle/input/vrmini2/abo-images-small/images/small/d9/d96e999a.jpg,What material is the sofa upholstered in?,Leather
/kaggle/input/vrmini2/abo-images-small/images/small/a0/a09dd574.jpg,Are these shoes designed for casual or formal wear?,Formal
/kaggle/input/vrmini2/abo-images-small/images/small/50/5050e20f.jpg,What is the case material?,Hard
/kaggle/input/vrmini2/abo-images-small/images/small/53/533cc06f.jpg,"Considering the metadata, for which phone model is this case designed?",Micromax
/kaggle/input/vrmini2/abo-images-small/images/small/1a/1a2a7d51.jpg,What is the main design element on the phone case?,Beard
/kaggle/input/vrmini2/abo-images-small/images/small/48/4830e969.jpg,What phone model is compatible?,On5
/kaggle/input/vrmini2/abo-images-small/images/small/bb/bbbe2db7.jpg,"Given the image and ""multi-colored"" metadata, what best describes the color scheme?",Glittery
/kaggle/input/vrmini2/abo-images-small/images/small/b4/b44c688e.jpg,What material is the case made from?,Silicone
/kaggle/input/vrmini2/abo-images-small/images/small/26/26e6638a.jpg,What type of bean is used?,Arabica
/kaggle/input/vrmini2/abo-images-small/images/small/8c/8c5044b0.jpg,Is this cat litter box designed for travel or home use?,Travel
/kaggle/input/vrmini2/abo-images-small/images/small/39/390a0126.jpg,"Considering the image and metadata, what is the configuration of this sectional?",Chaise
/kaggle/input/vrmini2/abo-images-small/images/small/5d/5d5f66a9.jpg,"Considering the image and metadata, what is the primary design feature of this phone case?",Floral
/kaggle/input/vrmini2/abo-images-small/images/small/ee/ee0497e1.jpg,"Considering the image and ""AmazonBasics"" brand, what is the likely price point?",Budget
